Index,Timestamp,trueTime,_actuator_controls_0_0_control[0],_actuator_controls_0_0_control[1],_actuator_controls_0_0_control[2],_actuator_controls_0_0_control[3],_actuator_outputs_0_output[0],_actuator_outputs_0_output[1],_actuator_outputs_0_output[2],_actuator_outputs_0_output[3],_rfly_ctrl_lxl_0_id,_rfly_ctrl_lxl_0_mode,_rfly_ctrl_lxl_0_controls[0],_rfly_ctrl_lxl_0_controls[1],_rfly_ctrl_lxl_0_controls[2],_rfly_ctrl_lxl_0_controls[3],_rfly_ctrl_lxl_0_controls[4],_rfly_ctrl_lxl_0_controls[5],_sensor_combined_0_gyro_rad[0],_sensor_combined_0_gyro_rad[1],_sensor_combined_0_gyro_rad[2],_sensor_combined_0_accelerometer_m_s2[0],_sensor_combined_0_accelerometer_m_s2[1],_sensor_combined_0_accelerometer_m_s2[2],_vehicle_air_data_0_baro_alt_meter,_vehicle_air_data_0_baro_temp_celcius,_vehicle_air_data_0_baro_pressure_pa,_vehicle_attitude_0_q[0],_vehicle_attitude_0_q[1],_vehicle_attitude_0_q[2],_vehicle_attitude_0_q[3],_vehicle_local_position_0_x,_vehicle_local_position_0_y,_vehicle_local_position_0_z,_vehicle_local_position_0_vx,_vehicle_local_position_0_vy,_vehicle_local_position_0_vz,_vehicle_magnetometer_0_magnetometer_ga[0],_vehicle_magnetometer_0_magnetometer_ga[1],_vehicle_magnetometer_0_magnetometer_ga[2],TrueState_data_motorRPMs[1],TrueState_data_motorRPMs[2],TrueState_data_motorRPMs[3],TrueState_data_motorRPMs[4],UAVState_data_cmd,UAVState_data_fault_state
0,17456000,22.148,0.0010612471916666667,0.00015541273916666669,-0.000232399975,0.15092576166666666,1151.8,1152.76,1152.8,1151.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0055926447,-5.2471947e-09,0.003994733,0.014365211,-0.059854783,-15.3600025,1.0260405923076923,24.993334461538463,101312.682,0.9999946907692308,0.0002059175,0.00017649235476923075,-0.0032652538307692304,0.049422268,0.03919361,-0.029753419,0.003665889,-0.013807877,0.046269633,0.27677063399999996,-0.033930718400000004,0.47149236,3850.8415527343814,3856.816015625006,3855.835253906256,3851.178759765631,"2,1,0.5,1,10",0
1,17506000,22.198,0.00023799568153846159,0.00014504473423076924,4.5205192307693734e-07,0.13436554730769232,1161.74,1162.74,1162.74,1161.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008788427849999999,-0.0034621135,0.0034621161,-0.024540570850000002,-0.009576722499999999,-4.8883623499999995,1.0619754846153846,24.99331673076923,101312.26269230769,0.9999946350000001,0.00015443016375,0.000103871179,-0.003286445725,0.049493895999999996,0.03955963,-0.0304519015,0.0035790381,-0.0143581675,0.08712331649999999,0.277331325,-0.0318213535,0.472384281,3815.3250244140645,3820.5799072265645,3820.19665527344,3805.2883056640644,"2,1,0.5,1,10",0
2,17556000,22.248,0.00043947955333333325,-0.00020120727583333335,-0.00013384357583333333,0.16948069999999998,1171.24,1172.24,1172.24,1171.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00612527415,0.00665790315,-0.00013315984999999995,-0.0059855041000000005,-0.014365026,-10.5751897,1.031096823076923,24.99332923076923,101312.61153846154,0.9999946061538462,0.00029325434846153844,0.00013644494153846153,-0.0032950144076923076,0.049565524,0.03992565,-0.031150384,0.0034921872,-0.014908458,0.127977,0.27553755,-0.0324741494,0.47141615400000003,4021.987890625007,4032.316308593757,4026.950390625007,4024.375585937507,"2,1,0.5,1,10",0
3,17606000,22.298000000000002,0.0013708397346153848,2.719971803846153e-05,0.00025807896461538466,0.15550139384615386,1175.68,1176.22,1175.76,1175.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001265001225,-0.00019973787499999993,-0.0007989485249999999,0.0164601375,-0.06404470125,-11.44488375,1.0114138538461537,24.993319576923078,101312.84538461539,0.999994620909091,0.0003086472159090909,0.00016486905681818183,-0.0032744174909090907,0.049903222,0.0396203065,-0.031748922,0.0033698996,-0.015873903,0.07590944100000001,0.276625454,-0.0317234532,0.470665848,4206.986914062485,4213.535058593736,4222.40151367186,4206.509667968735,"2,1,0.5,1,10",0
4,17656000,22.348000000000003,-0.00017514581916666682,0.00024269318691666665,0.00044951336666666666,0.17785511583333333,1179.68,1179.72,1178.76,1178.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01704423,-0.0021305103,-0.0037284584,-0.04429273,0.06823485,-5.829881,1.0610727,24.993309,101312.23,0.9999944271428571,0.000398055825,0.00019255376857142857,-0.0032979064,0.05024092,0.039314963,-0.03234746,0.003247612,-0.016839348,0.023841882,0.2795484,-0.03330313,0.47078052,4167.936718750014,4177.8865234375135,4174.541406250013,4167.435937500014,"2,1,0.5,1,10",0
5,17706000,22.398000000000003,0.0015772179773076926,-4.077657653846152e-05,0.0003927308111538461,0.2070457553846154,1182.76,1182.76,1182.22,1181.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027963227,0.0030626324999999998,4.049999999863191e-09,0.006584054000000001,-0.096964863,-17.3998645,1.0204427,24.993336884615385,101312.74538461538,0.9999941649999999,0.00070790309375,0.0002272341,-0.003352679875,0.051104171500000004,0.0387722615,-0.0322835525,0.0036608348,-0.017249452999999998,-0.044540484000000005,0.276317105,-0.032206178,0.47261392999999996,4605.412646484382,4606.808886718758,4600.520751953134,4598.375781250007,"2,1,0.5,1,10",0
6,17756000,22.448000000000004,0.0003958837525000001,0.00018118376000000002,0.00011315481666666666,0.18837964,1185.76,1185.76,1185.72,1184.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058589587,-0.0023968483,-0.0021305166,0.009576809,-0.023941899,-6.9443827,1.0621560538461539,24.993302923076925,101312.22507692307,0.9999941666666667,0.0006638209283333334,0.00020250741166666668,-0.00334824015,0.051967423,0.03822956,-0.032219645,0.0040740576,-0.017659558,-0.11292285,0.27563933,-0.03150275,0.4714543,4486.67851562498,4493.513867187478,4497.943164062479,4480.933593749979,"2,1,0.5,1,10",0
7,17806000,22.498000000000005,-0.00046973981961538467,0.00040648595153846157,-0.00019778696961538463,0.22388402961538462,1216.6666666666667,1216.6666666666667,1216.2156862745098,1216.1176470588234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013582130500000001,0.0010652624500000004,0.00572578325,-0.041898528000000004,0.0017957803,-7.353790999999999,1.0076218307692308,24.99329823076923,101312.87000000001,0.99999395,0.0009563147103846154,0.00022916420846153847,-0.0033452155346153844,0.0533193685,0.038233645,-0.031144923499999998,0.004590289,-0.015979262,0.006136884999999995,0.27658507,-0.031872418,0.471693335,4647.211132812545,4640.263183593795,4646.741308593794,4648.928027343794,"2,1,0.5,1,10",0
8,17856000,22.548000000000005,-0.0007653392039999999,-0.00039462413439999997,0.0003353969512,0.2512765272,1250.0,1250.0,1249.0588235294117,1249.9411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010120013,0.013315805,-0.0021305268,-0.06464346,0.0023943733,-9.74081,0.995905912,24.99332616,101313.0216,0.9999937184615384,0.0012142821000000002,0.00030843612923076925,-0.0033151739692307692,0.054671314,0.03823773,-0.030070202,0.0051065204,-0.014298966,0.12519662,0.27669576,-0.030998593,0.47214156,5022.7261718750315,5015.267187500032,5013.96503906253,5022.507324218781,"2,1,0.5,1,10",0
9,17906000,22.598000000000006,0.000935917464,0.00047214715199999995,0.000625737768,0.2366992064,1253.063829787234,1252.595744680851,1252.063829787234,1252.595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013049485,-0.00359526915,-0.0069242283500000005,0.048482595,0.055665350999999995,-9.003396500000001,1.032527076,24.993306240000003,101312.59,0.9999935945454546,0.001115728640909091,0.00033851732272727273,-0.003380511695454545,0.056424834,0.038616575,-0.031119881000000002,0.0067163217,-0.013339301500000001,0.024419700000000016,0.27685529,-0.030817439000000002,0.47189512499999997,5098.714550781219,5106.101464843718,5105.726806640594,5094.587304687467,"2,1,0.5,1,10",0
