Index,Timestamp,rosbagTimestamp,_actuator_controls_0_0_control[0],_actuator_controls_0_0_control[1],_actuator_controls_0_0_control[2],_actuator_controls_0_0_control[3],_actuator_outputs_0_output[0],_actuator_outputs_0_output[1],_actuator_outputs_0_output[2],_actuator_outputs_0_output[3],_sensor_combined_0_gyro_rad[0],_sensor_combined_0_gyro_rad[1],_sensor_combined_0_gyro_rad[2],_sensor_combined_0_accelerometer_m_s2[0],_sensor_combined_0_accelerometer_m_s2[1],_sensor_combined_0_accelerometer_m_s2[2],_vehicle_air_data_0_baro_alt_meter,_vehicle_air_data_0_baro_temp_celcius,_vehicle_air_data_0_baro_pressure_pa,_vehicle_attitude_0_q[0],_vehicle_attitude_0_q[1],_vehicle_attitude_0_q[2],_vehicle_attitude_0_q[3],_vehicle_local_position_0_x,_vehicle_local_position_0_y,_vehicle_local_position_0_z,_vehicle_local_position_0_vx,_vehicle_local_position_0_vy,_vehicle_local_position_0_vz,_vehicle_magnetometer_0_magnetometer_ga[0],_vehicle_magnetometer_0_magnetometer_ga[1],_vehicle_magnetometer_0_magnetometer_ga[2],offb_flight_mode_slash_send_data_program_time,offb_flight_mode_slash_send_data_sleep_status,offb_flight_mode_slash_send_data_flight_status,rc_slash_in_channels[0],rc_slash_in_channels[1],rc_slash_in_channels[2],rc_slash_in_channels[3],rc_slash_in_channels[4],rc_slash_in_channels[5],rc_slash_in_channels[6],rc_slash_in_channels[7],rc_slash_in_channels[8],rc_slash_in_channels[9],rc_slash_in_channels[10],rc_slash_in_channels[11],rc_slash_in_channels[12],rc_slash_in_channels[13],rc_slash_in_channels[14],rc_slash_in_channels[15],rc_slash_in_channels[16],rc_slash_in_channels[17],rfly_ctrl_lxl_slash_send_data_id,rfly_ctrl_lxl_slash_send_data_mode,rfly_ctrl_lxl_slash_send_data_controls[0],rfly_ctrl_lxl_slash_send_data_controls[1],rfly_ctrl_lxl_slash_send_data_controls[2],rfly_ctrl_lxl_slash_send_data_controls[3],rfly_ctrl_lxl_slash_send_data_controls[4],rfly_ctrl_lxl_slash_send_data_controls[5],rfly_ctrl_lxl_slash_send_data_controls[6],rfly_ctrl_lxl_slash_send_data_controls[7],rfly_ctrl_lxl_slash_send_data_controls[8],rfly_ctrl_lxl_slash_send_data_controls[9],rfly_ctrl_lxl_slash_send_data_controls[10],rfly_ctrl_lxl_slash_send_data_controls[11],rfly_ctrl_lxl_slash_send_data_controls[12],rfly_ctrl_lxl_slash_send_data_controls[13],rfly_ctrl_lxl_slash_send_data_controls[14],rfly_ctrl_lxl_slash_send_data_controls[15]
0.0,109015487.0,1.6855169860488013e+18,0.006343420230454545,0.022783586463636363,0.0017915761677272728,0.15010276,1154.7655844155845,1132.4688311688312,1160.0,1120.7655844155845,-0.047076691912530604,-0.038087084347206764,-0.022649139993768084,-0.2815282034052971,-0.1476552330692188,-9.78132882328066,586.611672788475,28.849998,94474.62978610053,0.9948873638346368,-0.00882767685519553,-0.02412129111329609,-0.09767000491754191,0.22135651573270357,-0.6325706043091099,0.08449177820643462,0.027109905610089434,-0.005424661510298501,-0.004468342251953231,0.38191880452240656,0.038972651868828916,0.5357735740262441,0.0,0.0,0.0,1514.0,1514.0,1490.0512016313055,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,109065487.0,1.6855169860988012e+18,0.00889383470855615,0.02153006357419786,0.002826461223930481,0.16502856,1167.372575250836,1150.372575250836,1173.627424749164,1133.0,-0.03619777675739645,0.04908344920118343,-0.02316844748323471,-0.6796597917948718,0.4305065714003945,-10.352225976331361,586.6334591780549,28.853810650553616,94474.38605167082,0.9948888608867428,-0.00888045116856892,-0.023955982561018437,-0.09769029044117647,0.222277742841767,-0.6328117576638662,0.08441475286670022,0.028811332784970382,-0.006435025587498548,-0.0054010374782492545,0.37041644746921126,0.013852188545172511,0.5363321063128702,0.0,0.0,0.0,1514.0,1514.0,1489.0801864349178,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,109115487.0,1.6855169861488013e+18,0.007129409937416778,0.021348499941411452,0.0013875109579494008,0.17567934,1176.9946595460615,1157.9946595460615,1184.0053404539385,1146.0106809078773,-0.006395957018861621,0.04077692354031046,0.012219190674344842,-0.8358171903722251,0.3498163381321983,-9.440879296611584,586.770288812118,28.85684561533351,94472.84234653202,0.9948841799348022,-0.008817909786758093,-0.023988723282036873,-0.09773577409060252,0.22316922116633506,-0.6331358625374258,0.08464701720149125,0.03036319630460314,-0.008173484207237923,0.0007509538535861232,0.381761900627451,0.014913493074509804,0.5341653233333333,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,109165487.0,1.6855169861988012e+18,0.005449255114932126,0.02559267924369748,-0.00024425705883645763,0.187107,1190.1257290991575,1163.8742709008425,1198.3752430330526,1156.6247569669474,0.02880594903723287,-0.11726481300286407,-0.002043122178651685,-1.2540200466622604,0.4232281947102886,-11.513248612249393,586.8241963935994,28.849998,94472.23768009087,0.9948846820017656,-0.008805373587728978,-0.024007663658353565,-0.09772704852460826,0.22405050629836387,-0.633488390111843,0.08498525726794028,0.03186381298640113,-0.010161418830274875,0.00933045862478124,0.36099182104811217,0.029463112201161764,0.5348171343023109,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,109215487.0,1.6855169862488013e+18,0.0074696301066666665,0.023487586720000002,-0.0020239530946666666,0.20428433,1202.4606141522029,1180.5393858477971,1216.2303070761016,1174.7696929238984,-0.05123862968705036,0.08310487758273381,0.008564283253597125,-0.39736495363309354,-0.052124161,-7.981369381294964,586.8915223877592,28.849998,94471.47110745613,0.9948834449646822,-0.008876330195089136,-0.02373199336730575,-0.09780098106289943,0.22497900061651085,-0.6338629361193132,0.0854080872533901,0.03174346140185187,-0.01071309973829766,0.008354167369266939,0.3727918228033993,0.021455117299473213,0.5334331643812743,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,109265487.0,1.6855169862988012e+18,0.00713959832221481,0.02899275557838559,0.0020791240529019345,0.21382779,1219.6944629753168,1190.0,1225.0,1176.4583055370247,0.008899473177265901,0.045886758487731605,-0.00073403658788182,-0.3929229011467201,0.3113108414021032,-10.66380355182774,586.7115156353976,28.849998,94473.50497675576,0.9948641090006618,-0.00901571897617472,-0.023826034383851755,-0.09796172469225678,0.22593032489475973,-0.6342481300533722,0.08587182420281458,0.030839223377182524,-0.0105702205891339,0.0027567745873355084,0.36946132000446186,0.009330445654057806,0.543789138743741,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,109315487.0,1.6855169863488013e+18,0.006529672338762215,0.03551529798045602,0.0017830719084690554,0.2282489,1237.4856957087127,1198.5429128738622,1243.0,1186.4856957087127,-0.04904142151894274,-0.014886286637004406,-0.026180075860396473,-0.40884525964317175,0.09875265913788547,-11.54066316938326,586.8387279880458,28.849998,94472.05221235265,0.9948623201523178,-0.009032061848123621,-0.02373111134172185,-0.09800127927593819,0.22687128656180292,-0.634722054868746,0.08665904633663958,0.03237131970523622,-0.010655064966006414,-0.001156643002232712,0.3695796700702088,0.02270126839086979,0.5357089215347824,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,109365487.0,1.6855169863988012e+18,0.008072763308666667,0.03232915516866666,0.0011681099746666667,0.2422942,1246.8191489361702,1214.2712765957447,1255.909574468085,1201.090425531915,0.030417165387140285,-0.06390676392535971,-0.007073979115692446,0.6187962531924462,0.3609033050089928,-11.21555464073741,586.7594519728705,28.859614561001393,94472.96155994415,0.9948516560344828,-0.009162952310344828,-0.023589174336206897,-0.09813150706896552,0.22781082308984626,-0.6352081825774777,0.08749075642268164,0.03423847782744782,-0.010771227479948414,-0.0048384685081281865,0.3550117142348755,0.02558063375682088,0.5293622983392645,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,109415487.0,1.6855169864488013e+18,0.011698677991666667,0.02741159155,0.00014111412033333332,0.25828367,1255.4137241838773,1234.2931379080612,1271.0,1218.5862758161227,-0.03372280933110815,0.09796382934045395,0.019861304351802403,-1.1027371545460614,0.19837289099966623,-8.87815304414219,586.3961880055872,28.859999,94477.07682829493,0.994838479313078,-0.00926754822324967,-0.02335620614002642,-0.0983106896036988,0.2288061672909466,-0.6357036626739087,0.0883435766057103,0.030676411037207005,-0.009878224308141392,-0.0001283132240262573,0.36869102124622133,0.022965527201170163,0.5369002181608972,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,109465487.0,1.6855169864988012e+18,0.010959595347150259,0.0262278947623057,0.002554117280764249,0.27134243,1270.0291262135922,1249.3139158576053,1280.0291262135922,1229.6278317152103,0.018641584354483362,0.2495238675236836,0.005961791665344787,-0.6889292596474995,0.5675957865080414,-11.070932661599471,586.3640259036565,28.86797352568217,94477.44936314205,0.9948378015020984,-0.009403298969516236,-0.022572726650099403,-0.0984875521957146,0.22980979311026556,-0.6362005306243768,0.08919952943617299,0.026308670663297413,-0.008835465296842778,0.005827175850106984,0.3609163452883947,0.031891550146282144,0.5360659029464906,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,109515487.0,1.6855169865488013e+18,0.006456045196000001,0.02329962272,-3.4140907999999985e-05,0.28751978,1283.945223780895,1260.8904475617903,1292.1643286573146,1253.054776219105,0.008518547990367581,0.08724976045615589,0.044979516019707705,-1.0348917384300265,0.3596638450896811,-10.36752076959699,586.2761232062498,28.869999,94478.44213982501,0.9948926808330568,-0.00947225472519084,-0.02148835667142383,-0.09816852927646863,0.2297086393498482,-0.6364077386320125,0.089985702686353,0.01235879145721413,-0.0035998035714915593,-0.002642687053160837,0.37442934959155727,0.013598921342265558,0.5342406501208802,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,109565487.0,1.6855169865988012e+18,0.011984505032085561,0.012344167791443851,-0.007670992569518717,0.3042683,1281.437541750167,1281.374749498998,1312.187708750835,1279.124916499666,-0.017390256039127507,0.11931484937935688,0.07893395374859455,-1.6408829715763436,0.29838984884866204,-11.066669643579942,586.3161544733591,28.869999,94477.99995018532,0.9950794262589928,-0.009177871863309353,-0.017798193417266187,-0.0970363964028777,0.22933993636595695,-0.6365447984452051,0.09075497711539131,-0.003911635531240937,0.002651271441561756,-0.014605999501189303,0.3499706923875745,0.012011831924869064,0.5380102683492867,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,109615487.0,1.6855169866488013e+18,0.004037192517746114,-0.00910207321826425,-0.005575280699481865,0.31457564,1284.3782383419689,1301.7927461139896,1300.0362694300518,1307.0,0.0850350137883033,0.4106974965932844,-0.009030045063375576,-0.723656396077385,0.07072742291527687,-10.341237351790081,586.2417199960172,28.876215456562505,94478.83777112133,0.9952591704310058,-0.008187375485466088,-0.011013089028065486,-0.09628426608085533,0.22746600938840916,-0.6362070425487403,0.09010542048936171,-0.024251428737247394,0.013026515993461229,-0.03930058679164071,0.3375678859968906,0.022296438782483746,0.5397123880589842,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,109665487.0,1.6855169866988012e+18,0.009784060045908184,-0.032250798662674655,-0.011967249113772454,0.32537812,1269.0066666666667,1325.6026666666667,1304.7946666666667,1334.7946666666667,-0.022912877087460662,0.6724455608249131,0.129526857848269,-1.0493782766556237,0.8993480709358953,-11.13879151118105,586.1942202062597,28.88543570372147,94479.36410740696,0.9954873120093561,-0.00701569692567387,0.00033913814357317885,-0.09463245282802406,0.2250538309854892,-0.6356994978144752,0.08894850559574469,-0.04604638222251402,0.024876517885208758,-0.068547736929627,0.35371877717299577,0.015740263960486472,0.5479437458694465,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,109715487.0,1.6855169867488013e+18,-0.007794991230307077,-0.051479727409879834,-0.00443503515200267,0.33939844,1287.896138482024,1346.7376830892144,1286.2623169107856,1366.103861517976,0.16240910840566675,0.5975081471778727,0.005127601997076688,-0.5406538992534292,0.4256427742599505,-11.302323153361817,586.2768661162531,28.89,94478.4372556451,0.9955576280757098,-0.002639667638057684,0.016291190842045965,-0.092694234738621,0.22048522013927271,-0.6334102646675573,0.0851703812339086,-0.06861341883548984,0.04170349920092971,-0.10863847734781573,0.32319765504647024,0.012364534219695472,0.54734091574649,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,109765487.0,1.6855169867988012e+18,-0.00819063796889177,-0.038819483022683086,-0.005687254913804278,0.34755516,1304.0,1344.7255663430421,1303.0686084142394,1367.2058252427184,0.009101645248331097,0.2259388957810414,0.02166711236048064,-0.17541114951134848,0.34969263543391194,-11.238002148197596,586.4963182292981,28.89,94475.95499369148,0.9955129673721733,0.0014748924244847943,0.02492695243232706,-0.09127135425866102,0.2157773039225124,-0.6310059345857506,0.0812229269413444,-0.09123033195933458,0.05885199300594793,-0.1494297128669314,0.3061716565528164,0.014897973888686132,0.5505332358318413,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,109815487.0,1.6855169868488013e+18,0.005880191681120747,-0.02635641782988659,-0.0007499554064709805,0.35379657,1313.3424566088117,1356.3424566088117,1322.6575433911883,1350.0,-0.0870669243610467,-0.06478438392679696,0.0024148064292812133,-0.3276707623550844,0.6238044599122226,-11.444615806392846,586.5422634640927,28.89334942065692,94475.42471032846,0.9955917261005237,0.0004808353617296333,0.025935016133065866,-0.09013514274935919,0.2087100656456102,-0.6268169089973503,0.07281969637990693,-0.1272442811407005,0.08574866147424907,-0.21492088547549595,0.3109119134093727,0.015605086953657327,0.5594036992561369,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,109865487.0,1.6855169868988012e+18,-0.0018127642110576923,-0.03562741604739011,-0.0010543327054739011,0.3595493,1317.568479008947,1363.0,1317.0,1367.431520991053,-0.010188859442969628,-0.05668746142902137,0.03973428922497187,-0.18391282131473569,0.7038390404049494,-11.318020334983126,586.292590520176,28.9,94478.25275715167,0.9957344699932417,-0.0010627581723586393,0.023268993022752874,-0.08927716113989637,0.2008717465255728,-0.6220446037714591,0.06296021540642605,-0.1676366905726882,0.11583125816548284,-0.28848456697891384,0.31306885875780877,0.019864973331907735,0.5506695399610765,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,109915487.0,1.6855169869488013e+18,-0.0020464658476190478,-0.034681805216011045,-0.000491774814858523,0.3632037,1321.768275862069,1365.6910344827586,1320.3089655172414,1369.3862068965518,-0.004068983766355144,-0.12785600355362706,0.07811154286381844,-0.22472578454383618,0.7053784803026257,-11.704188642523365,586.3931681828914,28.9,94477.11350486324,0.9958265000334449,-0.0011069849452619844,0.021377417587513936,-0.08872102132664436,0.1895463524077984,-0.6150458394982039,0.046172838962790314,-0.20317288037758097,0.1399293733063698,-0.3723812144766788,0.30479398769937166,0.03793521799637506,0.5436720019748671,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,109965487.0,1.6855169869988012e+18,0.00034793608206804536,-0.03311880802468312,-0.0022290682519679784,0.36546904,1322.030707610147,1367.0614152202938,1326.969292389853,1370.9385847797062,-0.03569140468772243,-0.13691373484208186,0.0834828975311388,-0.4054390540814057,0.35142794887455514,-11.479906227646797,586.4175816133978,28.9,94476.84370332755,0.9959083951555158,-0.0025646459985119714,0.01815489967889908,-0.08848939113000671,0.1780651903249335,-0.6079476190918314,0.0290759927829298,-0.23849214239920663,0.1637601610987414,-0.4567394365282843,0.31086355812911726,0.020300658229249008,0.561964569828722,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,110015487.0,1.6855169870488013e+18,-0.004944543613970589,-0.03051817900735294,-0.005719870808823529,0.36605704,1325.0,1358.6737825216812,1328.7304869913276,1376.460973982655,0.02305732795993992,-0.19982353825738608,0.0387830005358037,-0.3525219091787682,0.41893762902353526,-11.617726591887832,586.3702813748105,28.901208596057145,94477.37793179823,0.9959640863976466,-0.004809055749322824,0.014110547683947603,-0.0885066862910746,0.16446230638569223,-0.5993049218293229,0.005598463547750711,-0.2648651715119813,0.18510327253225725,-0.5361481576864445,0.3200531966643578,-0.003360686758440529,0.548868324996042,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,110065487.0,1.6855169870988012e+18,-0.006952808854783207,-0.03092625258017894,-0.006610417485203028,0.3531115,1312.7741046831957,1345.0,1315.5482093663911,1366.4517906336089,0.019177921275539737,-0.08610428876608056,0.023473004063654573,-0.5265767519919876,0.2529538862842199,-11.600407314934342,586.4383586019952,28.909013827332636,94476.58960343941,0.9960070847553073,-0.005377384427486033,0.00970323745944134,-0.08858231934748603,0.15022243690928114,-0.5901985401225527,-0.019794680974742195,-0.28855235329846063,0.2056995311881632,-0.6140709345508892,0.33290773002238694,0.008358746548350827,0.5579939573941595,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,110115487.0,1.6855169871488013e+18,-0.007483689856379426,-0.03143288538076153,-0.003671897908483634,0.34554586,1308.2536912751677,1340.626845637584,1305.373154362416,1357.7463087248323,-0.009116997820649756,-0.1710855086025812,-0.02104424549399199,0.19626994107699158,-0.23674764555852257,-10.683390672007121,586.3659684487824,28.900714107863152,94477.42787510582,0.9959971001337793,-0.006369525137369008,0.006175614865105908,-0.08894388319554068,0.13464424575227502,-0.579248634388271,-0.048561021259656216,-0.30736030792517693,0.22322286672295247,-0.659516327744186,0.31034777755907467,0.0336891367430004,0.55511555151112,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,110165487.0,1.6855169871988012e+18,-0.005317830120639148,-0.03683256218641811,-0.006615968935019974,0.34277829684420774,1298.0451527224436,1340.0338645418326,1302.9661354581674,1359.9661354581674,-0.02802234072875981,-0.09085313756950425,-0.004909653516107476,-0.49694196510432315,0.08727536265731928,-10.518005322149891,586.9617147708013,28.9,94470.657099675,0.9959648902389994,-0.008330271737324101,0.004168549553495645,-0.08925966630332811,0.1186475875116279,-0.5677222946511628,-0.07838209406046512,-0.32464262339534883,0.2397853591395349,-0.6948066765813954,0.3371922893696544,0.02647307935927226,0.5464001446512088,0.0,0.0,0.0,1514.0,1514.0,1489.0,1489.0,1933.0,1095.0,1933.0,1514.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
