Index,Timestamp,rosbagTimestamp,_actuator_controls_0_0_control[0],_actuator_controls_0_0_control[1],_actuator_controls_0_0_control[2],_actuator_controls_0_0_control[3],_actuator_outputs_0_output[0],_actuator_outputs_0_output[1],_actuator_outputs_0_output[2],_actuator_outputs_0_output[3],_sensor_combined_0_gyro_rad[0],_sensor_combined_0_gyro_rad[1],_sensor_combined_0_gyro_rad[2],_sensor_combined_0_accelerometer_m_s2[0],_sensor_combined_0_accelerometer_m_s2[1],_sensor_combined_0_accelerometer_m_s2[2],_vehicle_air_data_0_baro_alt_meter,_vehicle_air_data_0_baro_temp_celcius,_vehicle_air_data_0_baro_pressure_pa,_vehicle_attitude_0_q[0],_vehicle_attitude_0_q[1],_vehicle_attitude_0_q[2],_vehicle_attitude_0_q[3],_vehicle_local_position_0_x,_vehicle_local_position_0_y,_vehicle_local_position_0_z,_vehicle_local_position_0_vx,_vehicle_local_position_0_vy,_vehicle_local_position_0_vz,_vehicle_magnetometer_0_magnetometer_ga[0],_vehicle_magnetometer_0_magnetometer_ga[1],_vehicle_magnetometer_0_magnetometer_ga[2],offb_flight_mode_slash_send_data_program_time,offb_flight_mode_slash_send_data_sleep_status,offb_flight_mode_slash_send_data_flight_status,rc_slash_in_channels[0],rc_slash_in_channels[1],rc_slash_in_channels[2],rc_slash_in_channels[3],rc_slash_in_channels[4],rc_slash_in_channels[5],rc_slash_in_channels[6],rc_slash_in_channels[7],rc_slash_in_channels[8],rc_slash_in_channels[9],rc_slash_in_channels[10],rc_slash_in_channels[11],rc_slash_in_channels[12],rc_slash_in_channels[13],rc_slash_in_channels[14],rc_slash_in_channels[15],rc_slash_in_channels[16],rc_slash_in_channels[17],rfly_ctrl_lxl_slash_send_data_id,rfly_ctrl_lxl_slash_send_data_mode,rfly_ctrl_lxl_slash_send_data_controls[0],rfly_ctrl_lxl_slash_send_data_controls[1],rfly_ctrl_lxl_slash_send_data_controls[2],rfly_ctrl_lxl_slash_send_data_controls[3],rfly_ctrl_lxl_slash_send_data_controls[4],rfly_ctrl_lxl_slash_send_data_controls[5],rfly_ctrl_lxl_slash_send_data_controls[6],rfly_ctrl_lxl_slash_send_data_controls[7],rfly_ctrl_lxl_slash_send_data_controls[8],rfly_ctrl_lxl_slash_send_data_controls[9],rfly_ctrl_lxl_slash_send_data_controls[10],rfly_ctrl_lxl_slash_send_data_controls[11],rfly_ctrl_lxl_slash_send_data_controls[12],rfly_ctrl_lxl_slash_send_data_controls[13],rfly_ctrl_lxl_slash_send_data_controls[14],rfly_ctrl_lxl_slash_send_data_controls[15]
0.0,329805941.0,1.6867852889879606e+18,0.00993644792461641,0.0037608781817878583,-0.0018215758575050034,0.15252954,1138.1815754339118,1147.0,1155.8184245660882,1137.0,-0.0020724597914613847,0.027422794282956058,0.003485326764647134,-0.8644718209970039,0.26720750638482027,-10.052050367343542,588.6466340966591,36.52,94451.53985297926,0.9945605410337972,-0.011867970252485089,-0.007543068945924453,-0.10320683249701788,0.050984150726482234,-0.27305187466602926,0.9272206787238303,0.008084181145287427,0.0017174097806400693,0.0018171481545799766,0.33998564343866955,0.029276694737787615,0.584225266908582,0.0,0.0,0.0,1514.0,1514.0,1451.1154365094446,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,329855941.0,1.6867852890379607e+18,0.008497834972903226,0.010781003587096775,0.002040522917548387,0.16416737,1158.92,1155.54,1166.46,1140.62,-0.012081396329931219,-0.08120215710805413,-0.024747795794541824,0.21386928201908145,0.2339017033822942,-9.29114548169514,588.4049745276055,36.5131233063457,94454.28938006019,0.9945612358738503,-0.01184026411826544,-0.007430128743758213,-0.10321136373193167,0.05115360372963001,-0.2729344295404325,0.927557427146869,0.008726879281121246,0.0017801277750579072,0.003697764585587783,0.350612621906555,0.007188751076500025,0.5750954191274835,0.0,0.0,0.0,1514.0,1514.0,1456.1038443996808,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,329905941.0,1.6867852890879606e+18,0.009681298141427618,0.00881305304336224,-0.0014877766198799199,0.17787589334889928,1166.5243820975284,1167.5243820975284,1182.2865731462925,1157.2865731462925,-0.0030696421231107204,0.037133714091827766,0.016715412653778558,0.09213483157293495,0.23316292198594024,-9.774124708699473,588.2204382924931,36.5,94456.38015205332,0.9945581553355335,-0.011910881738173817,-0.007391131366776678,-0.10323541805280528,0.05131420637388542,-0.27282508240504255,0.9279265160061494,0.012009969882740595,0.0013820611562201496,0.004026929082871784,0.34873040860346777,0.021289011810026383,0.5735790674528836,0.0,0.0,0.0,1514.0,1514.0,1461.0922522899168,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,329955941.0,1.6867852891379607e+18,0.011945414408730159,0.006860477333333333,0.0003715761708730159,0.19157897,1178.0496360026473,1184.9007279947054,1194.0496360026473,1168.0496360026473,0.0038641042734693888,0.023817466734693885,0.013692252571428571,-0.33686892326530615,0.5693893028571428,-10.152063714285713,588.3140589626498,36.49792229178216,94455.30367120665,0.9945517864410578,-0.011959171027342,-0.007262899770528911,-0.10330109107575078,0.05153219085751034,-0.2727411801296278,0.9283164503238173,0.014172061384232826,0.0010992899355460506,0.0035972162582124483,0.3549854394957193,0.009062193368857326,0.5767040570643837,0.0,0.0,0.0,1514.0,1514.0,1466.0806601801528,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,330005941.0,1.6867852891879606e+18,0.009798579903954803,0.014178556655367231,0.0023548747361581924,0.20388964,1198.6775612822125,1192.0,1207.0,1174.6448774355752,0.011680420765441495,-0.018694302663549368,-0.007592441621270117,-0.2869745977185732,0.3696487231926925,-9.89237791507177,588.2355761546902,36.48487580633791,94456.20118544874,0.9945423,-0.01195218363852013,-0.007267551444004352,-0.10339253918824809,0.05182114727837184,-0.27268874897861395,0.9287321670594169,0.01494766059738727,0.0009591202391877333,0.002228896476108141,0.3526298042964919,0.028581216270605433,0.579156409206903,0.0,0.0,0.0,1514.0,1514.0,1469.4650586853218,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,330055941.0,1.6867852892379607e+18,0.012827768198539176,0.009222303527888448,0.0017213078190571052,0.21688493,1204.6261620185924,1209.6261620185924,1219.0,1189.3738379814076,-0.037415847238692346,-0.01735984093531124,-0.03354838360255262,0.1017256825257501,0.5867700604030452,-9.596031890953874,588.361017916476,36.46,94454.76909552138,0.9945343869814276,-0.012074387273886777,-0.007113671750458715,-0.1034655916066234,0.052117576354504945,-0.2726102605191825,0.9291796787660708,0.015191783120555243,0.001227438328151616,0.003286271730369308,0.34924946597246215,0.01514967945062429,0.5869325849622464,0.0,0.0,0.0,1514.0,1514.0,1471.8463386497613,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,330105941.0,1.6867852892879606e+18,0.012502281738831614,0.011400019898281788,0.002484273699862543,0.22951914,1219.0,1220.9148351648353,1231.0851648351647,1199.0,-0.014521122563904726,-0.1050951405602147,-0.03435076594699765,0.19377044513586045,0.2687053343374707,-9.937647270043609,587.6827584309901,36.46,94462.46890252881,0.9945411010515784,-0.012138865891951978,-0.006947922868419297,-0.10340375800066696,0.05242262168565282,-0.2725017269946217,0.9296638512805409,0.01482309285778825,0.0019667583302004814,0.007140565384008606,0.33713645664732145,0.008747867831696428,0.5770703056919643,0.0,0.0,0.0,1514.0,1514.0,1474.227618614201,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,330155941.0,1.6867852893379607e+18,0.011529243517129929,0.007124206421460893,-0.00047469319593406595,0.24283895,1226.9883645766,1232.60698125404,1243.19069166128,1218.2139625080802,0.0008587398386291772,-0.16076499383130927,-0.003426078686740972,0.5536987959574114,0.3048905240259524,-8.912216065879221,587.9438604904524,36.44010136281102,94459.51515374024,0.9945522521389478,-0.012233616575952195,-0.006400798176075058,-0.10332070296101865,0.05264126509429533,-0.272302842554973,0.9300231528601612,0.009831683882854683,0.0034316167445183504,0.0013967541013381324,0.3458057100382608,0.030611627793043477,0.5869543578365217,0.0,0.0,0.0,1514.0,1514.0,1476.6088985786405,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,330205941.0,1.6867852893879606e+18,0.011283680451398135,-0.0011132422366844212,-0.001334479522436751,0.25826234,1234.9973297730307,1252.0026702269693,1252.9946595460615,1239.504005340454,-0.0008845887196779062,0.032236585513504445,0.013391354892132192,-0.5178116370541856,0.18273005069283677,-7.803565717933233,587.3812730446928,36.42345770151636,94465.91014066241,0.9946027592267526,-0.012095098155538274,-0.004674786370069992,-0.1029426613331852,0.0527776093896236,-0.2720178975279756,0.9302635130213632,0.00043706673753814845,0.005587561262868769,-0.013489394560528993,0.34833266935602303,0.01688136914501885,0.5710583265464378,0.0,0.0,0.0,1514.0,1514.0,1477.0,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,330255941.0,1.6867852894379607e+18,0.01037846615130674,-0.012565289614511692,-0.004867195872420908,0.271485,1237.342268041237,1268.657731958763,1260.5615120274915,1263.4384879725085,0.041209760708388804,0.09113619964314247,0.031552036585219705,0.38596304732356845,0.21028790441011985,-8.064372238348868,587.2801135391308,36.41209761743225,94467.0524404358,0.9946308067484663,-0.011879588158170664,-0.0014620420535415505,-0.10279345173229225,0.052333761092480044,-0.27145760092398047,0.9298716153832751,-0.012432673661350662,0.011666341918195702,-0.02899552381748952,0.3388609878037748,0.01287461979105109,0.581641692466645,0.0,0.0,0.0,1514.0,1514.0,1477.0,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,330305941.0,1.6867852894879606e+18,0.011180661642949547,-0.029344405750970245,-0.0058616524434670116,0.2825242698835705,1234.6636481241915,1289.1474773609314,1261.3686934023285,1285.8525226390686,-0.009528989683976918,0.45950471484687083,0.02314977693053706,0.6535191565912117,0.2611312511429206,-9.494381901686639,587.1992886855489,36.402122090834744,94467.97666540342,0.9947132379073909,-0.011060246372439892,0.005933150667408726,-0.1019223385507569,0.05122910480500579,-0.27058369376274766,0.928759610299589,-0.02926039153727182,0.022213020815773775,-0.04520777744832782,0.3286367514692743,0.017943052097885437,0.5932540253975975,0.0,0.0,0.0,1514.0,1514.0,1477.0,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,330355941.0,1.6867852895379607e+18,0.002826240356082888,-0.041374524287433156,-0.0051089003408422455,0.29403648727941173,1244.3642428285523,1303.4569713142096,1257.6357571714477,1309.4569713142096,0.1338923442499451,0.3966426944212607,0.05022705021304634,0.4533399564155502,0.20467856322864048,-10.158053467164507,587.4062561693495,36.386911308267926,94465.62239989357,0.9947185564335972,-0.008486416368073879,0.01487968097977133,-0.10120040883025505,0.04955870987657844,-0.26923695352108895,0.9260342068005647,-0.04174910313723229,0.03158791335684173,-0.07663841749607254,0.3262471773585618,0.020673793626622,0.5869174150644081,0.0,0.0,0.0,1514.0,1514.0,1477.0,1509.0,1514.0,1095.0,1933.0,1095.0,1514.0,1514.0,874.0,874.0,874.0,874.0,874.0,874.0,998.0,998.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
